address,area,broker,code,email,englishName,fax,industry,legalRepresentative,listingDate,name,phone,postcode,secretaries,shortname,totalStockEquity,transferMode,website
上海市浦东新区孙桥沔北路185号D9-6,上海市,中泰证券股份有限公司,837378,liwei@soilless.cn,Shanghai Sunqiaoyijia Tech-agriculture Corp.Ltd.,(021)50200841,农、林、牧、渔服务业,卜崇兴,20160519,上海孙桥溢佳农业技术股份有限公司,(021)58575641,null,李巍,孙桥溢佳,50000000,协议,www.chinasoilless.com
安徽省霍山县衡山镇迎驾大道西路888号,安徽省,中山证券有限责任公司,837379,895609124@qq.com,"Anhui Tianan Biological Technology Co.,Ltd.",0564-5222786,医药制造业,何声武,20160530,安徽天安生物科技股份有限公司,0564-5222786,null,戚文娟,天安生物,10000000,协议,http://www.ahtianan.com
昆山市淀山湖镇翔云路西侧(昆山航空产业园内),江苏省,东吴证券股份有限公司,837381,shares@kshlgf.com,-,0512-50175675,铁路、船舶、航空航天和其他运输设备制造业,杨明,20160620,昆山航理机载设备股份有限公司,0512-50175671-650,null,戴佳娜,航理股份,24000000,协议,www.kshlgf.com
北京市海淀区海淀南路21号7101-7104房间,北京市,民生证券股份有限公司,837382,investment@itarge.com,"Beijing iTarge Technology Co., Ltd.",010-62559981,计算机、通信和其他电子设备制造业,杨云飞,20160526,北京英泰智科技股份有限公司,010-62119772,null,曹冬梅,英泰智,10500000,协议,http://www.itarge.com
上海市崇明县建星路108号3幢202室,上海市,长江证券股份有限公司,837383,amanda_dai@ted-group.cn,"Shanghai TED Internet Technology Co.,Ltd",021-60868860,商务服务业,朱旭东,20160524,上海太德励拓互联网科技股份有限公司,021-60867708,null,戴艳,太德励拓,50000000,协议,www.eju-ted.com
内蒙古通辽市科尔沁区育新镇西艾力村,内蒙古自治区,国融证券股份有限公司,837384,470081606@qq.com,"Tongliao City Xiangxin Logistics Co.,Ltd",0475-8881576,道路运输业,郑晓飞,20160518,内蒙古民大商贸股份有限公司,0475-8887177,null,杜志鹏,民大股份,15000000,协议,www.nmxxwl.com
成都市成华区龙潭都市工业集中发展区,四川省,广发证券股份有限公司,837385,416099447@qq.com,"Sichuan Haili Intelligent & Technology Co.,ltd",028-84216188,仪器仪表制造业,易烽,20160516,四川海力智能科技股份有限公司,028-68616705,null,文龙,海力智能,31035957,协议,http://www.schlzn.com
上海市浦东新区东方路818号众诚大厦11楼F座,上海市,方正证券股份有限公司,837387,tracy@youngsunsh.com,"SHANGHAI YOUNG SUN SCIENCE TECHNOLOGY CO.,LTD",null,批发业,朱浩翔,20160520,上海欣日科技股份有限公司,021-51688938*221,null,吴雅琼,欣日科技,15000000,协议,www.youngsunsh.com
东莞市大岭山镇矮岭冚莲峰新路53号,广东省,华创证券有限责任公司,837388,hong_rui5566@163.com,"GUANDONG HONG RUI INTELLIGENT EQUIPMENT CO.,LTD.",0769-85351887,通用设备制造业,龚建平,20160523,广东虹瑞智能设备股份有限公司,0769-81152552,null,范丹,虹瑞智能,20000000,协议,www.gdhrzn.com
洛阳市先进制造业集聚区涧西科技工业园,河南省,西南证券股份有限公司,837389,1988yuepeng@sina.com,"Luoyang Yuhang Heavy Industry Techonlogy Co., Ltd.",0379-62273755,专用设备制造业,岳新立,20160516,洛阳宇航重工科技股份有限公司,0379-62273755,null,岳鹏,宇航重工,12850000,协议,www.lyyhzg.com
河南省新乡县工业路1号,河南省,中泰证券股份有限公司,837390,weimengdsh@163.com,"Henan Winner Vibrating Equipment Co.,Ltd.",0373-7080334,专用设备制造业,王延益,20160530,河南威猛振动设备股份有限公司,0373-7080334,null,李惠萍,威猛股份,33001000,协议,www.winnergroup.com.cn
深圳市南山区高新南一道008号创维大厦A座803A室,广东省,东莞证券股份有限公司,837391,wuyuhong@holdtec.com.cn,"SHENZHEN HOLDTEC INNOVATIONS CO.,LTD.",0755-23883349,批发业,邓兆华,20160516,深圳昊达智能科技股份有限公司,0755-23883349,null,吴玉红,昊达智能,15180000,协议,http://www.holdtec.com.cm
建德市下涯镇下涯村溪上自然村,浙江省,财通证券股份有限公司,837392,184466456@qq.com,"ZHEJIANG TIANSHI NANOMETER SCIENCE AND TECHNOLOGY CO., LTD",0571-58313217,化学原料和化学制品制造业,周新民,20160518,浙江天石纳米科技股份有限公司,0571-58313217,null,陈春玉,天石纳米,79783200,协议,http://www.tianshinet.com/
浙江省金华市仙源路1689号,浙江省,申万宏源证券有限公司,837393,panmc@nowvow.net,"Zhejiang Nowvow Mechanical and Electrical Corp., Ltd.",0579-82262991,通用设备制造业,曹长德,20160527,浙江诺和机电股份有限公司,0579-82262991,null,潘美春,诺和股份,24000000,协议,http://www.nowvow.net/
福州杜坞粮食批发交易市场加工区10号厂房,福建省,华福证券有限责任公司,837394,kungfucool_lss@163.com,"FU JIAN KUNG FU COOL CO.,LTD.",0591-83952775,农副食品加工业,徐双权,20160603,福建功夫谷股份有限公司,0591-88809999,null,蓝水生,功夫谷,34800000,协议,http://www.fjgongfugu.com
厦门市思明区龙山南路84号工业设计中心401-2室,福建省,新时代股份有限公司,837395,plutus@bluehatgroup.net,Fujian Blue Hat Interactive Entertainment Technology Ltd.,（0592）2280081,文教、工美、体育和娱乐用品制造业,陈肖东,20160516,福建蓝帽子互动娱乐科技股份有限公司,（0592）2280081,null,贺才范,蓝帽互动,25894000,协议,http://bluehatgroup.net/
山东省章丘区埠村驻地,山东省,中泰证券股份有限公司,837396,anchenli@live.cn,"SHANDONG HAOYUE NEW MATERIAL CO., LTD.",0531-83711094,化学原料和化学制品制造业,杨阳,20160523,山东昊月新材料股份有限公司,0531-83713180,null,李振东,昊月新材,39368000,协议,www.howyou.cn
山西省晋中市榆次区迎宾西街100号（晋商国际B座1211B写字间）,山西省,中泰证券股份有限公司,837399,sxtshzj@126.com,"SHAN XI TIAN SHENG HONG JUJUBE INDUSTRY CO.,LTD.",0354-3995826,酒、饮料和精制茶制造业,齐朕,20160531,山西天生红枣业股份有限公司,0354-3995882,null,李阳,天生红,35050000,协议,http://www.naturalred365.com
广东省东莞市黄江镇田心村广龙路一号,广东省,东莞证券股份有限公司,837400,yc_huangli@126.com,"GUANGDONG YANCHUN HIGHTECH MATERIALS TECHNOLOGY CO.,LTD",0755-22632036,非金属矿物制品业,刘彦崇,20160616,广东延春高新材料科技股份有限公司,0769-86960999,null,黄丽,延春高材,32000000,协议,null
广西南宁市竹溪大道36号青湖中心9层901室,广西省,方正证券股份有限公司,837401,fenggl@gxxhz.com,"GUANGXI XINHAOZHIYUN TECHNOLOGY CO.,LTD",0771-5605128,软件和信息技术服务业,陈久春,20160519,广西新豪智云技术股份有限公司,0771-5605600,null,冯贵兰,新豪智云,15800000,协议,http://www.gxxhz.com/index.jsp
北京市丰台区航丰园科技大厦A座0807号（园区）,北京市,西南证券股份有限公司,837402,jenny.fan@buyer-tech.com,BeiJing Buyer Technology Company Limited,010-58090505-800,通用设备制造业,肖本河,20160524,北京八叶科技股份有限公司,010-58090505-886,null,范春艳,八叶科技,103585417,协议,www.buyer-tech.com
湖北长阳经济开发区长阳大道553号,湖北省,申万宏源证券有限公司,837403,337597578@qq.com,HUBEI KANGNONG SEED INDUSTRY LIMITED COMPANY,0717-5901198,农业,方燕丽,20160523,湖北康农种业股份有限公司,13487288932,null,金长春,康农种业,36220000,协议,null
北京市东城区东长安街1号东方广场东方经贸城西三办公楼五层505室,北京市,招商证券股份有限公司,837404,licuiping@ximancolor.com,"Beijing Ximan Color Aesthetic Culture Co.,Ltd.",010-58694708,教育,于西蔓,20160519,北京西蔓色彩美育文化股份有限公司,010-58694708,null,李翠萍,西蔓色彩,5900000,协议,http://www.ximancolor.com/
浙江省宁波市奉化区东郊开发区宝峰路61号,浙江省,国泰君安证券股份有限公司,837405,2621038163@qq.com,"Ningbo JinCheng Electronic Technology Co.,Ltd",0574-88906628,电气机械和器材制造业,周红战,20160523,宁波锦澄电子科技股份有限公司,0574-88906629,null,周芬,锦澄科技,20000000,协议,www.nbjce.com
安徽省合肥市包河区九华山路48号,安徽省,招商证券股份有限公司,837406,zhangxuezhen0903@163.com,"AnhuiWaterResourcesSuppliesCo.,Ltd.",0551-62128177,批发业,汪善功,20160523,安徽省水利物资股份有限公司,0551-62128177,null,章学珍,水利股份,50708000,协议,http://www.ahslwz.cn/
杭州市余杭区崇贤街道独山工业区2号,浙江省,民生证券股份有限公司,837407,fdlxfwg@163.com,"Ferdlis New Energy Technology (HangZhou) Co.,Ltd.",0571-88042100,通用设备制造业,聂仕飞,20160718,弗德里希新能源科技（杭州）股份有限公司,0571-88045586,null,樊卫国,弗德里希,11603600,协议,www.ferdlischina.com
厦门市同安区同集中路2288号,福建省,兴业证券股份有限公司,837408,zhl@hiprecise.com,"Xiamen Hiprecise Technology Co. , Ltd.",0592-7115521,专用设备制造业,李普天,20160516,厦门海普锐科技股份有限公司,0592-7115531,null,赵惠莲,海普锐,28000000,协议,Http://www.hiprecise.com
江苏省如皋市东陈镇工业小区内(雪岸居13组),江苏省,光大证券股份有限公司,837409,qiaoqingxiong@kihitech.com,"Fine Triumph Technology Corp., Ltd./Fine Triumph",0513-68665266,计算机、通信和其他电子设备制造业,沈寿明,20160518,凯晖科技股份有限公司,0513-68163888-8333,null,乔庆雄,凯晖科技,60275100,协议,www.kihitech.com
江苏省汾湖高新技术产业开发区美爱斯生物工业园,江苏省,东北证券股份有限公司,837410,vincent.liu@meiaisi.com,"Jiangsu Meiaisi Cosmetics Corp.,Ltd.",0512-63242534,化学原料和化学制品制造业,孙金明,20160520,江苏美爱斯化妆品股份有限公司,0512-63249000,null,刘晓涛,美爱斯,33385000,协议,www.meiaisi.com
安徽省阜南县工业园区阜安路北侧,安徽省,招商证券股份有限公司,837411,sxl@huayubasket.com,"Anhui Huayu Crafts Co., LTD",0558-6638906,文教、工美、体育和娱乐用品制造业,王文忠,20160517,安徽华宇工艺品股份有限公司,0558-6638900,null,孙雪莉,华宇工艺,15000000,协议,http://www.huayubasket.com
江西省吉安市青原区华能大道华能工业园,江西省,西南证券股份有限公司,837412,admin@chinajirui.com,"JiangXi JiRui Energy Saving Technology Co.,Ltd",0796-8108123,非金属矿物制品业,宋聪,20160606,江西吉瑞节能科技股份有限公司,0796-8189266,null,李佳丽,吉瑞节能,11380000,协议,www.cnjirui.com
深圳市宝安区福永街道第一工业区福宁高新产业园C栋5楼,广东省,五矿证券有限公司,837413,emily@hi-chipcom.com,"Shenzhen Hi-Chipcom Electronics Co., Ltd",0755-29926528,电气机械和器材制造业,李秀琴,20160523,深圳市海芝通电子股份有限公司,0755-29594631,null,吴彝芳,海芝通,21388875,协议,www.hi-chipcom.com
山东省济南市高新区创新谷一号孵化器主楼第八层Z-1-103,山东省,国信证券股份有限公司,837414,info@niutech-energy.com,NIUTECH ENVIRONMENT TECHNOLOGY CORPORATION,0531-86196303,专用设备制造业,牛斌,20160525,济南恒誉环保科技股份有限公司,0531-86196301,null,钟穗丽,恒誉环保,31111112,协议,www.niutech-energy.com
苏州工业园区钟南街428号,江苏省,联讯证券股份有限公司,837416,liuwen@unioncargo.com,"SUZHOU UNION CARGO INTERNATIONAL LOGISTICS CO.,LTD",0512-68835962,装卸搬运和运输代理业,陈旭,20160526,苏州有您网国际物流股份有限公司,0512-68835967,null,刘雯,有您网,30000000,协议,www.unioncargo.com
上海市黄浦区北京东路666号B906-(8)室,上海市,国泰君安证券股份有限公司,837417,shencj@info2soft.com,SHANGHAI INFOMATION2 SOFTWARE INC.,021-60900611,软件和信息技术服务业,胡军擎,20160525,上海英方软件股份有限公司,18221153028,null,沈蔡娟,英方股份,55200000,协议,www.info2soft.com/www.i2yun.com
深圳市龙华区观湖街道南大富社区环观中路360号1楼、4楼、观中路284号厂房二,广东省,华创证券有限责任公司,837419,dongmb@jchsj.net,Shenzhen Golden Rainbow precision manufacture Inc.,0755-81485003,橡胶和塑料制品业,陈爱化,20160517,深圳市金彩虹精密制造股份有限公司,0755-81485001,null,史月宏,金彩虹,30000000,协议,http://www.goldenrainbow-china.com/
浙江省嵊州市经济开发区城东区,浙江省,东莞证券股份有限公司,837420,necktie@yashilin.com,"Zhejing Yashilin Garments Co.,Ltd",0575-83366814,纺织服装、服饰业,裘如飞,20160517,浙江雅士林服装股份有限公司,0575-83366817,null,吴桂红,雅士林,10000000,协议,-
济南市历下区花园路213号,山东省,东方花旗证券有限公司,837421,service@yeetec.com,Yeetec,0532-88900655,软件和信息技术服务业,林明贵,20160517,山东以太网络科技股份有限公司,0532-85877655,null,庞婧,ST以太,57709076,协议,www.sdyeetec.com
内蒙古自治区包头市青山区装备制造产业园区B4路南侧,内蒙古自治区,中航证券有限公司,837422,sbjx_2007@163.com,"Baotou Saibei Machanical Equipment Co.,Ltd.",0472-2620317,其他制造业,王斌,20160516,包头市塞北机械设备股份有限公司,0472-2620315,null,吕桂芳,塞北股份,20000000,做市,www.sbjx.noc.cc
南京市浦口区星甸中街金星大厦401-1室,江苏省,南京证券股份有限公司,837423,13165445@qq.com,"Nanjing Wonzeal Construction Decoration Shares Co.,Ltd",025-84430606-8027,建筑装饰和其他建筑业,李兴华,20160513,南京王者之风建筑装饰股份有限公司,025-84430606-8027,null,李宁,王者之风,39600000,协议,http://www.wonzeal.com/
浙江省乐清市柳市镇沙湖工业区乐湖路688号,浙江省,中银国际证券有限责任公司,837424,183312056@qq.com,"Golden Triangle Electric Power Technology Co.,Ltd.",0577-62253773,电气机械和器材制造业,刘响荣,20160524,金三角电力科技股份有限公司,0577-62067111,null,刘琼艳,金三角,53200000,协议,http://www.jinsant.com
宁夏固原市原州区文化街19号帝豪商业广场011003室。,宁夏回族自治区,东北证券股份有限公司,837425,zhsq@cn-dt.com.cn,"Ningxia Diantong IOT ScienceTechnology Co.,Ltd",0951 5177065,软件和信息技术服务业,张建国,20160523,宁夏电通物联网科技股份有限公司,0951 5177065,null,张澍琴,电通物联,52000000,协议,www.cn-dt.com.cn
青岛经济技术开发区长江东路361号410室,山东省,金元证券股份有限公司,837426,13675420535@163.com,"Qingdao YiSen Landscape Engineering Company CO., LTD.",0532-86873777,土木工程建筑业,王淑蓉,20160509,青岛易森园林绿化工程股份有限公司,0532-86872900,null,韩丁,易森园林,20000000,协议,www.yisen.net.cn
浙江海宁市盐官工业园区杏花路 10 号,浙江省,民生证券股份有限公司,837427,413680904@qq.com,"Zhejiang Choositon Kitchen Appliance Co.,LTD",0573-87618088,电气机械和器材制造业,高永升,20160518,浙江厨壹堂厨房电器股份有限公司,0573-87619898,null,沈振彪,厨壹堂,10000000,协议,http://www.choositon.com
厦门市思明区宜兰路7号虎都世纪大厦24层01、02单元,福建省,申万宏源证券有限公司,837428,liz.you@sungivenfoods.com,Xiamen Sungiven Foods Holding Ltd.,0592-5528398,零售业,苏黎晖,20160519,厦门元初食品股份有限公司,0592-5583308,null,游秀芳,元初食品,35380000,协议,www.sungivenfoods.com
深圳市龙岗区坂田街道雅宝路一号星河WORLD A栋大厦21层A2105 A2106 A2108,广东省,平安证券有限责任公司,837429,hr@175pt.com,"175 Network Technology (Shen Zhen) Co.,Ltd",0755-82840775,互联网和相关服务,黄健,20160523,深圳市壹柒伍网络科技股份有限公司,0755-82840776,null,王魁,壹柒伍,30336200,协议,www.175pt.com
上海市奉贤区新四平公路1117号,上海市,光大证券股份有限公司,837430,cactus1202@163.com,Shanghai Liangshi IntelRobot Technology INC. Liangshi Intelrobot,021-68907128,专用设备制造业,凌建民,20160519,上海良时智能科技股份有限公司,021-58202504,null,李丹,良时智能,31800000,协议,http://www.shliangshi.com/
徐州经济技术开发区桃山路南12-3号,江苏省,东吴证券股份有限公司,837432,dlj@chinacolours.net,"Jiangsu Tangcai Printing Ink Sci-tech Co.,ltd.",0516-87791567,化学原料和化学制品制造业,孟召杰,20160608,江苏唐彩油墨科技股份有限公司,0516-87790127,null,董兰洁,唐彩股份,10580000,协议,www.chinacolours.net
汕头市大学路118号之一,广东省,广发证券股份有限公司,837433,jinnanfang@vip.sina.com,Guangdong JNF New Technology Company Ltd.,0754-88351444,建筑安装业,宋振群,20160705,广东金南方新科技股份有限公司,0754-88392023,null,陈碧玉,金南方,36800000,协议,http://www.gdjinnanfang.com
中国(上海)自由贸易试验区碧波路456号1层A101-1,上海市,华龙证券股份有限公司,837434,xyrong@zeroplus.com.cn,"Zeroplus Technology (shanghai) Co.,Ltd",021-5895018,软件和信息技术服务业,董淑昭,20160520,洁誉科技（上海）股份有限公司,021-58958186,null,荣侠颖,洁誉科技,6000000,协议,http://www.zeroplus.com.cn/
深圳市南山区港湾大道东、内环路南能源工业小区一栋一楼西,广东省,西南证券股份有限公司,837435,Fly.guo@anbotek.com,Shenzhen Anbotek Compliance Laboratory Limited,0755-26014772,专业技术服务业,朱骥,20160526,深圳安博检测股份有限公司,0755-26066544,null,郭玲,安博检测,20000000,协议,http://www.anbotek.com.cn
上海市嘉定区叶城路1288号6幢J11室,上海市,兴业证券股份有限公司,837436,shenxiaojun@shhzdrilling.com,"Shanghai Huanzuan Environmental Technology Co., Ltd.",4006981163转416077,生态保护和环境治理业,罗凯捷,20160520,上海环钻环保科技股份有限公司,021-59555271,null,沈潇君,环钻环保,12000000,做市,www.shhzdrilling.com
福建省福州市鼓楼区软件大道89号福州软件园C区42号楼,福建省,东北证券股份有限公司,837437,xinfa.deng@outlook.com,"Fujian Microwater Environmental Protection Co.,Ltd.",0591-87118728,生态保护和环境治理业,孙辉跃,20160530,福建微水环保股份有限公司,0591-87118718,null,邓新发,微水环保,66125400,协议,http://www.microwater.cn
南京经济技术开发区仙新中路1号,江苏省,申万宏源证券有限公司,837438,lijian@fujitsu-nfet.net.cn,"NANJING FUJITSU ELECTRONICS INFORMATION TECHNOLOGY CO., LTD.(NFET)",025-85612954-3000,计算机、通信和其他电子设备制造业,杨怀珍,20160523,南京富士通电子信息科技股份有限公司,025-85612954-3000,null,李健,富通电科,76394300,协议,http://www.fujitsu-nfet.net.cn/
"深圳市龙华区观澜街道库坑社区华朗嘉工业园2#厂房2楼201,3楼301,4楼401",广东省,安信证券股份有限公司,837439,yongfeng.chen@ioa365.com,"Shenzhen First Office Technology Corp., Ltd",0755-27567775,通用设备制造业,吴平,20160523,深圳市壹办公科技股份有限公司,0755-27567779,null,陈永锋,壹办公,10032000,协议,www.ioa365.com
江苏省盐城市大丰区南翔路东首,江苏省,申万宏源证券有限公司,837441,dfzdjd@163.com,"Yancheng Zhongde Precision Forging Corp.,Ltd.",0515-83830008,汽车制造业,周国平,20160613,盐城中德精锻股份有限公司,13584779996,null,陈泽,中德股份,8000000,协议,Http//www.zgqp.com
长沙国家生物产业基地绿之韵路,湖南省,中泰证券股份有限公司,837442,383388020@qq.com,"Hunan Fengri Power Electric Co., Ltd.",0731-83218046,电气机械和器材制造业,黎福根,20160628,湖南丰日电源电气股份有限公司,0731-83281119,null,邱文斌,丰日电气,116880000,协议,www.fengri.com
福州市马尾区长安投资区11号路与104国道交叉口东北侧(自贸试验区内),福建省,东兴证券股份有限公司,837444,Jklnp888@163.com,"Fujian Joycaller Food Co., Ltd .",0591-83699661,农副食品加工业,张建仙,20160523,福建佳客来食品股份有限公司,0591-87877775,null,张强,佳客来,60000000,协议,www.jiakelai.com
北京市海淀区苏州街长远天地大厦A1座1806室,北京市,新时代股份有限公司,837445,bs@hongtaojy.com,"Beijing Hongtaojiaye Info System Co,.Ltd.",010-51669229,软件和信息技术服务业,焦沫柔,20160527,北京宏涛嘉业信息系统股份有限公司,010-51669229,null,王颖,宏涛嘉业,51790000,协议,www.hongtaojy.com
上海市杨浦区国定支路28号2006室,上海市,中泰证券股份有限公司,837446,lucy_wu@sunjoymarketing.com,"Shanghai Sunjoy Bio-tech Co.,Ltd.",021-60391522,批发业,张以靖,20160513,上海旭京生物科技股份有限公司,021-60391525,null,吴慧敏,旭京股份,14000000,协议,www.sunjoymarketing.com
长春市绿园区正阳街1153号7楼,吉林省,申万宏源证券有限公司,837447,kunluncc@163.com,"Changchun KunLun Construction Co.,Ltd KUNLUNCC",0431-84934666,建筑装饰和其他建筑业,吴丽娜,20160513,长春昆仑建设股份有限公司,13944879099,null,吴丽娜,昆仑建设,28910700,协议,www.kunluncc.com
北京市朝阳区和平街14区1幢303号,北京市,华福证券有限责任公司,837448,sitong@risejob.com,"Beijing Orient Huibo Human Resource Consulting Co.,Ltd.",010-51099506,商务服务业,孙大元,20160520,北京东方慧博人力资源顾问股份有限公司,010-51099515,null,司铜,慧博人力,20550000,协议,http://www.risejob.com.
广州市花都区迎宾大道113-115号10号厂区,广东省,海际证券有限责任公司,837450,domeart@163.com,DOME CARPET,020-86861700,文教、工美、体育和娱乐用品制造业,冯志军,20160517,广州多美地毯股份有限公司,020-86863800,null,霍岩,多美股份,11117320,协议,www.domecarpets.com
宁波市海曙区高桥镇,浙江省,西南证券股份有限公司,837451,573868072@qq.com,"Ningbo Liaoyuan Appliances Group Co., Ltd.",0574-88447208,电气机械和器材制造业,祝元,20160624,宁波燎原电器集团股份有限公司,0574-88085336,null,陈梅香,燎电股份,60000000,协议,http://www.nblydq.com
深圳市南山区桃源街道平山大园工业区9栋1楼,广东省,东吴证券股份有限公司,837452,sunco_info@sunco1.com,SHENZHEN SUNCO INDUSTRIAL EQUIPMEANT CO.LTD,0755-26711679,专用设备制造业,赵斌,20160718,深圳商巨智能设备股份有限公司,0755-26719678,null,窦晨光,商巨股份,23040000,协议,www.sunco1.com
苏州高新区金燕路8号,江苏省,德邦证券股份有限公司,837453,zhangdan@sztongjin.com,"Suzhou Tongjin Precision Industry Joint-stock Co.,Ltd.",0512-66673556,通用设备制造业,罗宿,20160518,苏州通锦精密工业股份有限公司,18913191820,null,张丹,通锦精密,25000000,协议,http：//www.sztongjin.com
东莞市望牛墩镇横沥村牛顿工业园,广东省,东莞证券股份有限公司,837454,swt8@swt99.com,"Guangdong SWT Smart Technology Co.,Ltd",null,计算机、通信和其他电子设备制造业,null,20160513,广东思威特智能科技股份有限公司,0769-22620160,null,邓洪君,思威特,12122000,协议,null
佛山市祖庙路百花广场33号2720室,广东省,联讯证券股份有限公司,837455,664055969@qq.com,Foshan Wiscom Cultural And Mass Media Inv. Company,0757-85139551,商务服务业,关峻,20160516,佛山市竣智文化传播股份有限公司,0757-85139552,null,欧文英,竣智文化,11000000,协议,无
通化市东昌区金厂镇锦程街258号,吉林省,华融证券股份有限公司,837456,752840597@qq.com,null,0435-3478807,医药制造业,刘峰,20160524,通化盛吉信生物科技股份有限公司,0435-3478828,null,吴立娟,盛吉信,49000000,协议,http://www.thshengxin.com
深圳市龙岗区龙岗街道南约社区宝龙二路49 号A1栋厂房,广东省,方正证券股份有限公司,837457,securities@shinelongled.com,"ShineLong Technology Corp., Ltd.",0755-85203899,电气机械和器材制造业,刘建桃,20160523,深圳市莎朗科技股份有限公司,0755-85203891,null,夏琼,莎朗股份,5000000,协议,http://www.shinelongled.com
衢州市衢江区重阳路8号,浙江省,中国银河证券股份有限公司,837458,qiangshungufen@sina.com,"ZHE JIANG QIANGSHUN FEED SHARES CO.,LTD",0570-3375312,农副食品加工业,蒋国强,20160520,浙江强顺饲料股份有限公司,0570-3375318,null,陈秋燕,强顺股份,18500000,协议,www.zjqssl.cn
四川省成都经济技术开发区南一路666号,四川省,申万宏源证券有限公司,837459,sml@deh.cc,"Sichuan Dihua Tech Co.,Ltd",028-84841468,专用设备制造业,吴忠,20160524,四川帝华汽车科技股份有限公司,028-87487770,null,石旻磊,帝华科技,40000000,协议,http://www.deh.cc
湖南省株洲市田心高科园A5-1区,湖南省,华泰联合证券有限责任公司,837460,wujun@shenzhou-gaotie.com,"Zhuzhou Yixing Science and Technology Co., Ltd",0731-28493548,铁路、船舶、航空航天和其他运输设备制造业,谢成昆,20160628,株洲壹星科技股份有限公司,0731-22434191,null,乌钧,壹星科技,20000000,协议,www.zzyixing.com
上海市徐汇区田林路200号A幢5楼5F,上海市,光大证券股份有限公司,837461,Justin_jia@orange-sh.com,"Shanghai Great Orange Media Co.,Ltd",021-54261958,广播、电视、电影和影视录音制作业,陈嵩,20160523,上海盛视天橙传媒股份有限公司,021-54260037,null,贾万浩,盛视天橙,16938400,协议,www.oranges-china.com
莆田市涵江区梧塘新涵工业区,福建省,中信建投证券股份有限公司,837462,zhangz1hen@163.com,"FUJIAN HAMIHAKI FURNITURE CO.,LTD",0594-3518008,家具制造业,刘平山,20160517,福建华名华居家居股份有限公司,0594-3518008,null,张震,华名华居,35000000,协议,http://www.fjhmjj.com/
江西省鹰潭市月湖区经济技术开发区白露乡双凤街,江西省,中信建投证券股份有限公司,837463,jtmsc@jxbeirong.com,"Jiangxi Beirong Circular Materials Co.,Ltd.",0791-83785665,非金属矿物制品业,古力围,20160602,江西贝融循环材料股份有限公司,0791-83950098,null,罗福会,贝融股份,73172077,协议,http://www.jxbeirong.cn
无锡市锡山经济技术开发区蓉裕路55号,江苏省,国联证券股份有限公司,837464,2776117564@qq.com,"WUXI GLEADER ECOLOGICAL SCIENCE AND TECHNOLOGY CO.,LTD.(GLEADER)",0510-82703902,金属制品业,张绍华,20160520,无锡金利达生态科技股份有限公司,0510-82703986,null,张绍华,金利达,28000000,协议,www.gabion.cn
山东省聊城市阳谷县安乐镇凤祥路6号,山东省,东北证券股份有限公司,837465,jiehui.li@fengxiang.com,"Zhongke Fengxiang Biotechnology CO.,Ltd",0635-6778778,食品制造业,张传立,20160516,中科凤祥生物工程股份有限公司,0635-6778899,null,李杰辉,中科凤祥,63713000,协议,www.mimido.com.cn
天津市河西区环湖南道9号9门,天津市,西部证券股份有限公司,837466,yuanxin724@sina.com,"Gold Earth New Energy (Tianjin) Group Co.,Ltd.",022-23510019,电力、热力生产和供应业,王安民,20160601,金大地新能源（天津）集团股份有限公司,022-23510019,null,刘锦华,大地能源,50650000,协议,www.jindadi.net
北京市朝阳区酒仙桥路10号58幢C座二层15室,北京市,安信证券股份有限公司,837467,songyan.cheng@bluefocus.com,"Beijing Bluefocus E-Commerce CO., Ltd.",010-59547374,商务服务业,熊鲲,20160607,北京蓝色光标电子商务股份有限公司,010-59547588,null,程松岩,蓝标电商,124663462,协议,www.bfecom.com
深圳市罗湖区莲塘街道罗沙路莲塘工业区一小区117栋3楼中、4楼5楼A,广东省,招商证券股份有限公司,837468,kelin110@163.com,"Shenzhen BBLLUUEE Fashion Co., Ltd., BBLLUUEE Fashion",0755-25496786,纺织服装、服饰业,李飞跃,20160518,深圳粉蓝衣橱时尚股份有限公司,18682185079,null,陈克林,粉蓝时尚,32000000,协议,www.bblluuee.com
北京市西城区复兴门南大街甲2号楼9层B063室,北京市,中信建投证券股份有限公司,837469,zhangkai@city-dream.cn,City Dream (Beijing)Culture Investment Limited by Share Ltd.,010-84599505,文化艺术业,解小东,20160603,城市理想（北京）文化投资股份有限公司,010-84599530,null,张凯,城市理想,12430000,协议,http://www.city-dream.com/
临沂市经济技术开发区昆明路南段,山东省,中信建投证券股份有限公司,837471,haoyanping@cnyilida.net,"SHANDONG YONGJIA POWER CO.,LTD.",0539-8032267,专用设备制造业,陈煜林,20160601,山东永佳动力股份有限公司,0539-8032268,null,郝艳平,永佳动力,54936000,协议,www.yongjiapower.cn
北京市东城区花园胡同3号3号楼108室,北京市,国泰君安证券股份有限公司,837473,fim@fiment.cn,FIM Entertainment,010-84926813,娱乐业,宋杰,20160523,北京创动空间文化传媒股份有限公司,010-84925813,null,杜若飞,创动空间,13333300,协议,www.fiment.cn
武汉东湖新技术开发区高新大道999号,湖北省,长江证券股份有限公司,837475,meige_support5@163.com,"Wuhan Meige Technology ,Co.,Ltd 简称:FLEXTECH COMPANY",027-59222376,电气机械和器材制造业,JOHN YUPENG GUI,20160525,武汉美格科技股份有限公司,027-59222362,null,吴从锋,美格科技,5263200,协议,www.meigeinc.com
